ContactId__c,FirstName__c,LastName__c,Email__c,Phone__c,Title__c,AccountId__c,LeadSource__c,City__c,State__c
003g700000FK40PAAT,Joshua,Thompson,joshua.thompson42@synergyincco.com,,COO,,,Phoenix,Arizona
003g700000FK40QAAT,Emily,Smith,emily.smith44@horizonlabsl.com,,COO,,,Colorado Springs,Colorado
003g700000FK40RAAT,Mark,Smith,mark.smith68@novatechcorp.com,,Head of Product,,,Albany,New York
003g700000FK40SAAT,Anthony,Rodriguez,anthony.rodriguez12@novatechcorp.com,,Director Marketing,,,Albany,New York
003g700000FK40TAAT,Joshua,Garcia,joshua.garcia37@pinnaclesyst.com,,CTO,,,Grand Rapids,Michigan
003g700000FK40UAAT,Thomas,Williams,thomas.williams20@vertexpartne.com,,VP Engineering,,,Augusta,Georgia
003g700000FK40VAAT,Mark,Harris,mark.harris22@vertexpartne.com,,VP Sales,,,Augusta,Georgia
003g700000FK40WAAT,Barbara,Smith,barbara.smith92@synergyincin.com,,VP Sales,,,Spokane,Washington
003g700000FK40XAAT,Karen,Anderson,karen.anderson13@synergyincin.com,,Head of Product,,,Spokane,Washington
003g700000FK40YAAT,Elizabeth,Thomas,elizabeth.thomas42@synergyincin.com,,VP Engineering,,,Spokane,Washington
003g700000FK40ZAAT,Linda,Johnson,linda.johnson26@globalsoluti.com,,CEO,,,Durham,North Carolina
003g700000FK40aAAD,Kevin,Lee,kevin.lee31@globalsoluti.com,,CMO,,,Durham,North Carolina
003g700000FK40bAAD,Paul,Jackson,paul.jackson50@globalsoluti.com,,Director Marketing,,,Durham,North Carolina
003g700000FK40cAAD,Sarah,Johnson,sarah.johnson41@globalsoluti.com,,CMO,,,Durham,North Carolina
003g700000FK40dAAD,John,Moore,john.moore4@metaflowcorp.com,,COO,,,Colorado Springs,Colorado
003g700000FK40eAAD,Joseph,Smith,joseph.smith35@metaflowcorp.com,,Director Marketing,,,Colorado Springs,Colorado
003g700000FK40fAAD,Jessica,Martin,jessica.martin84@metaflowcorp.com,,CTO,,,Colorado Springs,Colorado
003g700000FK40gAAD,Karen,Lee,karen.lee53@metaflowcorp.com,,CMO,,,Colorado Springs,Colorado
003g700000FK40hAAD,Paul,Miller,paul.miller19@fusionworksi.com,,Head of Product,,,Cincinnati,Ohio
003g700000FK40iAAD,Jessica,Martin,jessica.martin55@horizonlabsl.com,,CMO,,,Cambridge,Massachusetts
003g700000FK40jAAD,Robert,Smith,robert.smith60@horizonlabsl.com,,VP Engineering,,,Cambridge,Massachusetts
003g700000FK40kAAD,James,Johnson,james.johnson62@catalystcorp.com,,VP Engineering,,,Charlotte,North Carolina
003g700000FK40lAAD,Kevin,Rodriguez,kevin.rodriguez88@catalystcorp.com,,COO,,,Charlotte,North Carolina
003g700000FK40mAAD,Susan,Lee,susan.lee66@optiservegro.com,,VP Engineering,,,Dallas,Texas
003g700000FK40nAAD,Robert,Garcia,robert.garcia95@optiservegro.com,,Director Marketing,,,Dallas,Texas
003g700000FK40oAAD,Karen,Williams,karen.williams51@optiservegro.com,,Director Marketing,,,Dallas,Texas
003g700000FK40pAAD,Donna,Rodriguez,donna.rodriguez56@nextgendigit.com,,CEO,,,Fort Lauderdale,Florida
003g700000FK40qAAD,Carol,Jackson,carol.jackson41@nextgendigit.com,,Head of Product,,,Fort Lauderdale,Florida
003g700000FK40rAAD,Steven,Rodriguez,steven.rodriguez32@corelogicinc.com,,Head of Product,,,Durham,North Carolina
003g700000FK40sAAD,Lisa,Miller,lisa.miller59@corelogicinc.com,,Head of Product,,,Durham,North Carolina
003g700000FK40tAAD,Mary,Clark,mary.clark18@corelogicinc.com,,VP Sales,,,Durham,North Carolina
003g700000FK40uAAD,James,Smith,james.smith87@atlasmanufac.com,,CTO,,,Arlington,Virginia
003g700000FK40vAAD,Mark,Martin,mark.martin90@atlasmanufac.com,,CMO,,,Arlington,Virginia
003g700000FK40wAAD,Betty,Martin,betty.martin11@atlasmanufac.com,,Director Marketing,,,Arlington,Virginia
003g700000FK40xAAD,Joshua,Smith,joshua.smith86@atlasmanufac.com,,CMO,,,Arlington,Virginia
003g700000FK40yAAD,Matthew,Anderson,matthew.anderson77@synergyincgr.com,,Head of Product,,,Columbus,Ohio
003g700000FK40zAAD,Barbara,Clark,barbara.clark2@luminaillcco.com,,Director Marketing,,,Fort Collins,Colorado
003g700000FK410AAD,Ashley,Wilson,ashley.wilson25@luminaillcco.com,,CMO,,,Fort Collins,Colorado
003g700000FK411AAD,James,Davis,james.davis96@luminaillcco.com,,VP Sales,,,Fort Collins,Colorado
003g700000FK412AAD,Sarah,Harris,sarah.harris91@luminaillcco.com,,Head of Product,,,Fort Collins,Colorado
003g700000FK413AAD,Jennifer,Thompson,jennifer.thompson81@corelogicllc.com,,VP Engineering,,,Miami,Florida
003g700000FK414AAD,Joseph,Davis,joseph.davis64@corelogicllc.com,,Head of Product,,,Miami,Florida
003g700000FK415AAD,Sarah,Moore,sarah.moore91@novatechcorp.com,,CEO,,,Peoria,Illinois
003g700000FK416AAD,Richard,White,richard.white51@novatechincc.com,,Director Marketing,,,Colorado Springs,Colorado
003g700000FK417AAD,Kenneth,Jackson,kenneth.jackson64@vertexpartne.com,,CTO,,,Sacramento,California
003g700000FK418AAD,Donna,Miller,donna.miller85@vertexpartne.com,,CTO,,,Sacramento,California
003g700000FK419AAD,John,Lee,john.lee17@vertexpartne.com,,Director Marketing,,,Sacramento,California
003g700000FK41AAAT,Thomas,Lee,thomas.lee30@summitindust.com,,VP Engineering,,,Orlando,Florida
003g700000FK41BAAT,Richard,Harris,richard.harris3@summitindust.com,,VP Engineering,,,Orlando,Florida
003g700000FK41CAAT,James,Thomas,james.thomas83@luminaicorpa.com,,VP Sales,,,Phoenix,Arizona
003g700000FK41DAAT,Daniel,Thomas,daniel.thomas53@luminaicorpa.com,,VP Engineering,,,Phoenix,Arizona
003g700000FK41EAAT,Linda,Harris,linda.harris67@luminaicorpa.com,,CMO,,,Phoenix,Arizona
003g700000FK41FAAT,Emily,Wilson,emily.wilson67@luminaicorpa.com,,VP Sales,,,Phoenix,Arizona
003g700000FK41GAAT,Patricia,Rodriguez,patricia.rodriguez54@pinnaclesyst.com,,CMO,,,Detroit,Michigan
003g700000FK41HAAT,Daniel,Smith,daniel.smith51@pinnaclesyst.com,,CEO,,,Detroit,Michigan
003g700000FK41IAAT,Jennifer,Lee,jennifer.lee4@metaflowincm.com,,CEO,,,Grand Rapids,Michigan
